Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID
"Stark Z., Schofield D., Martyn M., Rynehart L., Shrestha R., Alam K., Lunke S., Tan T.Y., Gaff C.L., White S.M.","7801695207;16745060700;57142143100;57202038584;15137487100;57203681299;25930014400;8567188100;6701402962;7404080160;","Does genomic sequencing early in the diagnostic trajectory make a difference? A follow-up study of clinical outcomes and cost-effectiveness",2019,"Genetics in Medicine","21","1",,"173","180",,13,"10.1038/s41436-018-0006-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046895818&doi=10.1038%2fs41436-018-0006-8&partnerID=40&md5=c40f1923cd5a909500d6ad78392e744d","Murdoch Children’s Research Institute, Melbourne, Australia; Melbourne Genomics Health Alliance, Melbourne, Australia; Department of Paediatrics, University of Melbourne, Melbourne, Australia; Faculty of Pharmacy, University of Sydney, Sydney, Australia; Garvan Institute of Medical Research, Sydney, Australia; School of Population and Global Health, The University of Western Australia, Perth, Australia","Stark, Z., Murdoch Children’s Research Institute, Melbourne, Australia, Melbourne Genomics Health Alliance, Melbourne, Australia, Department of Paediatrics, University of Melbourne, Melbourne, Australia; Schofield, D., Murdoch Children’s Research Institute, Melbourne, Australia, Faculty of Pharmacy, University of Sydney, Sydney, Australia, Garvan Institute of Medical Research, Sydney, Australia; Martyn, M., Melbourne Genomics Health Alliance, Melbourne, Australia, Department of Paediatrics, University of Melbourne, Melbourne, Australia; Rynehart, L., Murdoch Children’s Research Institute, Melbourne, Australia; Shrestha, R., Faculty of Pharmacy, University of Sydney, Sydney, Australia; Alam, K., Murdoch Children’s Research Institute, Melbourne, Australia, Department of Paediatrics, University of Melbourne, Melbourne, Australia, School of Population and Global Health, The University of Western Australia, Perth, Australia; Lunke, S., Murdoch Children’s Research Institute, Melbourne, Australia; Tan, T.Y., Murdoch Children’s Research Institute, Melbourne, Australia, Melbourne Genomics Health Alliance, Melbourne, Australia, Department of Paediatrics, University of Melbourne, Melbourne, Australia; Gaff, C.L., Melbourne Genomics Health Alliance, Melbourne, Australia, Department of Paediatrics, University of Melbourne, Melbourne, Australia; White, S.M., Murdoch Children’s Research Institute, Melbourne, Australia, Department of Paediatrics, University of Melbourne, Melbourne, Australia",Article,"Final",,Scopus,2-s2.0-85046895818
"Bondonno N.P., Lewis J.R., Blekkenhorst L.C., Bondonno C.P., Shin J.H., Croft K.D., Woodman R.J., Wong G., Lim W.H., Gopinath B., Flood V.M., Russell J., Mitchell P., Hodgson J.M.","57063260600;36490037800;56669822900;54388113500;57205623467;7006668263;57194158345;23974794800;8043216300;15829811000;6507672607;55327593500;13102957600;55431137900;","Association of flavonoids and flavonoid-rich foods with all-cause mortality: The Blue Mountains Eye Study",2019,"Clinical Nutrition",,,,"","",,,"10.1016/j.clnu.2019.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060846872&doi=10.1016%2fj.clnu.2019.01.004&partnerID=40&md5=5007b11c127250ccb5dd9d3603959f7a","School of Biomedical Sciences, University of Western Australia, Royal Perth Hospital, Perth, Western Australia, Australia; School of Medical and Health Sciences, Edith Cowan University, Perth, Western Australia, Australia; Centre for Kidney Research, Children's Hospital at Westmead, School of Public Health, Sydney Medical School, University of Sydney, Sydney, New South Wales, Australia; Sir Charles Gairdner Hospital Unit, School of Medicine and Pharmacology, University of Western Australia, Perth, Australia; Centre for Epidemiology and Biostatistics, School of Public Health, Flinders University of South Australia, Adelaide, South Australia, Australia; Department of Renal Medicine, Sir Charles Gairdner Hospital, Perth, Western Australia, Australia; Centre for Vision Research, Westmead Institute for Medical Research, University of Sydney, Sydney, New South Wales, Australia; Faculty of Health Sciences, Charles Perkins Centre, University of Sydney, Sydney, New South Wales, Australia; Western Sydney Local Health District, Westmead Hospital, Westmead, New South Wales, Australia; Faculty of Social Sciences, University of Wollongong, Wollongong, New South Wales, Australia","Bondonno, N.P., School of Biomedical Sciences, University of Western Australia, Royal Perth Hospital, Perth, Western Australia, Australia; Lewis, J.R., School of Medical and Health Sciences, Edith Cowan University, Perth, Western Australia, Australia, Centre for Kidney Research, Children's Hospital at Westmead, School of Public Health, Sydney Medical School, University of Sydney, Sydney, New South Wales, Australia, Sir Charles Gairdner Hospital Unit, School of Medicine and Pharmacology, University of Western Australia, Perth, Australia; Blekkenhorst, L.C., School of Medical and Health Sciences, Edith Cowan University, Perth, Western Australia, Australia; Bondonno, C.P., School of Biomedical Sciences, University of Western Australia, Royal Perth Hospital, Perth, Western Australia, Australia, School of Medical and Health Sciences, Edith Cowan University, Perth, Western Australia, Australia; Shin, J.H., School of Biomedical Sciences, University of Western Australia, Royal Perth Hospital, Perth, Western Australia, Australia; Croft, K.D., School of Biomedical Sciences, University of Western Australia, Royal Perth Hospital, Perth, Western Australia, Australia; Woodman, R.J., Centre for Epidemiology and Biostatistics, School of Public Health, Flinders University of South Australia, Adelaide, South Australia, Australia; Wong, G., Centre for Kidney Research, Children's Hospital at Westmead, School of Public Health, Sydney Medical School, University of Sydney, Sydney, New South Wales, Australia, Department of Renal Medicine, Sir Charles Gairdner Hospital, Perth, Western Australia, Australia; Lim, W.H., Sir Charles Gairdner Hospital Unit, School of Medicine and Pharmacology, University of Western Australia, Perth, Australia, Department of Renal Medicine, Sir Charles Gairdner Hospital, Perth, Western Australia, Australia; Gopinath, B., Centre for Vision Research, Westmead Institute for Medical Research, University of Sydney, Sydney, New South Wales, Australia; Flood, V.M., Faculty of Health Sciences, Charles Perkins Centre, University of Sydney, Sydney, New South Wales, Australia, Western Sydney Local Health District, Westmead Hospital, Westmead, New South Wales, Australia; Russell, J., Faculty of Social Sciences, University of Wollongong, Wollongong, New South Wales, Australia; Mitchell, P., Centre for Vision Research, Westmead Institute for Medical Research, University of Sydney, Sydney, New South Wales, Australia; Hodgson, J.M., School of Biomedical Sciences, University of Western Australia, Royal Perth Hospital, Perth, Western Australia, Australia, School of Medical and Health Sciences, Edith Cowan University, Perth, Western Australia, Australia",Article,"Article in Press",,Scopus,2-s2.0-85060846872
"Chong J.J.H., Prince R.L., Thompson P.L., Thavapalachandran S., Ooi E., Devine A., Lim E.E.M., Byrnes E., Wong G., Lim W.H., Lewis J.R.","8753154000;7201351183;35392374400;11140411800;8899460700;7006200551;57205247966;35730838900;23974794800;8043216300;36490037800;","Association between plasma neutrophil gelatinase-associated lipocalin and cardiac disease hospitalizations and deaths in older women",2019,"Journal of the American Heart Association","8","1", e011028,"","",13,,"10.1161/JAHA.118.011028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059248507&doi=10.1161%2fJAHA.118.011028&partnerID=40&md5=b77819d3054100bb14e3b5f5a222d3a3","Centre for Heart Research, Westmead Institute for Medical Research, The University of Sydney, Westmead, NSW, Australia; Department of Cardiology, Westmead Hospital, Westmead, NSW, Australia; Sydney Medical School, The University of Sydney, Sydney, NSW, Australia; Medical School, University of Western Australia, Perth, Australia; School of Biomedical Sciences, University of Western Australia, Perth, Australia; Department of Endocrinology and Diabetes, Sir Charles Gairdner Hospital, Perth, Australia; Department of Cardiology, Sir Charles Gairdner Hospital, Perth, Australia; Department of Renal Medicine, Sir Charles Gairdner Hospital, Perth, Australia; Department of PathWest, Sir Charles Gairdner Hospital, Perth, Australia; School of Medical and Health Sciences, Edith Cowan University, Joondalup, WA, Australia; Centre for Kidney Research, Children’s Hospital at Westmead School of Public Health, Sydney Medical School, The University of Sydney, Sydney, Australia","Chong, J.J.H., Centre for Heart Research, Westmead Institute for Medical Research, The University of Sydney, Westmead, NSW, Australia, Department of Cardiology, Westmead Hospital, Westmead, NSW, Australia, Sydney Medical School, The University of Sydney, Sydney, NSW, Australia; Prince, R.L., Medical School, University of Western Australia, Perth, Australia, Department of Endocrinology and Diabetes, Sir Charles Gairdner Hospital, Perth, Australia; Thompson, P.L., Department of Cardiology, Sir Charles Gairdner Hospital, Perth, Australia; Thavapalachandran, S., Centre for Heart Research, Westmead Institute for Medical Research, The University of Sydney, Westmead, NSW, Australia; Ooi, E., Medical School, University of Western Australia, Perth, Australia, School of Biomedical Sciences, University of Western Australia, Perth, Australia; Devine, A., School of Medical and Health Sciences, Edith Cowan University, Joondalup, WA, Australia; Lim, E.E.M., Department of PathWest, Sir Charles Gairdner Hospital, Perth, Australia; Byrnes, E., Department of PathWest, Sir Charles Gairdner Hospital, Perth, Australia; Wong, G., Centre for Kidney Research, Children’s Hospital at Westmead School of Public Health, Sydney Medical School, The University of Sydney, Sydney, Australia; Lim, W.H., Department of Renal Medicine, Sir Charles Gairdner Hospital, Perth, Australia; Lewis, J.R., Medical School, University of Western Australia, Perth, Australia, School of Medical and Health Sciences, Edith Cowan University, Joondalup, WA, Australia, Centre for Kidney Research, Children’s Hospital at Westmead School of Public Health, Sydney Medical School, The University of Sydney, Sydney, Australia",Article,"Final",Open Access,Scopus,2-s2.0-85059248507
"Mills N., Keough N., Geddes D.T., Pransky S.M., Mirjalili S.A.","7102059966;26032850300;22940712000;7004068768;37034615900;","Defining the anatomy of the neonatal lingual frenulum",2019,"Clinical Anatomy",,,,"","",,,"10.1002/ca.23410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067023035&doi=10.1002%2fca.23410&partnerID=40&md5=a84f02e4eff854a25c403f0a3e973e41","Paediatric Otolaryngology Department, Starship Children's Hospital, Auckland, New Zealand; Department of Anatomy and Medical Imaging, Faculty of Medical and Health Sciences, University of Auckland, Auckland, New Zealand; Department of Anatomy, School of Medicine, Faculty of Health Sciences, University of Pretoria, Pretoria, South Africa; School of Molecular Sciences, University of Western Australia, Crawley, WA, Australia; Paediatric Otolaryngologist, Pediatric Specialty Partners, San Diego, CA, United States","Mills, N., Paediatric Otolaryngology Department, Starship Children's Hospital, Auckland, New Zealand, Department of Anatomy and Medical Imaging, Faculty of Medical and Health Sciences, University of Auckland, Auckland, New Zealand; Keough, N., Department of Anatomy, School of Medicine, Faculty of Health Sciences, University of Pretoria, Pretoria, South Africa; Geddes, D.T., School of Molecular Sciences, University of Western Australia, Crawley, WA, Australia; Pransky, S.M., Paediatric Otolaryngologist, Pediatric Specialty Partners, San Diego, CA, United States; Mirjalili, S.A., Department of Anatomy and Medical Imaging, Faculty of Medical and Health Sciences, University of Auckland, Auckland, New Zealand",Article,"Article in Press",Open Access,Scopus,2-s2.0-85067023035
"Vaughan G., Dawson A., Peek M.J., Carapetis J.R., Sullivan E.A.","46062586000;57208665797;7007028030;7003343936;7201723171;","Standardizing clinical care measures of rheumatic heart disease in pregnancy: A qualitative synthesis",2019,"Birth",,,,"","",,,"10.1111/birt.12435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066478685&doi=10.1111%2fbirt.12435&partnerID=40&md5=7cf75b93015d0b6b58d8d2326a2b1ae1","Faculty of Health, Australian Centre for Public and Population Health Research (ACPPHR), University of Technology Sydney, Sydney, NSW, Australia; The Australian National University and Centenary Hospital for Women and Children, The Canberra Hospital, Canberra, ACT, Australia; Telethon Kids Institute, University of Western Australia, Nedlands, WA, Australia; Perth Children’s Hospital, Nedlands, WA, Australia; Faculty of Health and Medicine, University of Newcastle, Callaghan, NSW, Australia","Vaughan, G., Faculty of Health, Australian Centre for Public and Population Health Research (ACPPHR), University of Technology Sydney, Sydney, NSW, Australia; Dawson, A., Faculty of Health, Australian Centre for Public and Population Health Research (ACPPHR), University of Technology Sydney, Sydney, NSW, Australia; Peek, M.J., The Australian National University and Centenary Hospital for Women and Children, The Canberra Hospital, Canberra, ACT, Australia; Carapetis, J.R., Telethon Kids Institute, University of Western Australia, Nedlands, WA, Australia, Perth Children’s Hospital, Nedlands, WA, Australia; Sullivan, E.A., Faculty of Health, Australian Centre for Public and Population Health Research (ACPPHR), University of Technology Sydney, Sydney, NSW, Australia, Faculty of Health and Medicine, University of Newcastle, Callaghan, NSW, Australia",Review,"Article in Press",,Scopus,2-s2.0-85066478685
"Delecroix B., Delaval B., Dawson B., Berthoin S., Dupont G.","56781540800;57207359536;35547263400;55441245100;7004422583;","Workload and injury incidence in elite football academy players",2019,"Journal of Sports Sciences",,,,"","",,,"10.1080/02640414.2019.1584954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062446966&doi=10.1080%2f02640414.2019.1584954&partnerID=40&md5=fafd85c9433afa1eb51555049682926b","Univ. Lille, Univ. Artois, Univ. Littoral Côte d’Opale, EA 7369 - URePSSS - Unité de Recherche Pluridisciplinaire Sport Santé Société, Lille, F-59000, France; Adaptations physiologiques à l’exercice et réadaptation à l’effort, Université de Picardie Jules Verne, Amiens, France; School of Human Sciences (Sport Science, Exercise and Health), The University of Western Australia, Perth, Australia; The Football Exchange, Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, Liverpool, United Kingdom","Delecroix, B., Univ. Lille, Univ. Artois, Univ. Littoral Côte d’Opale, EA 7369 - URePSSS - Unité de Recherche Pluridisciplinaire Sport Santé Société, Lille, F-59000, France; Delaval, B., Adaptations physiologiques à l’exercice et réadaptation à l’effort, Université de Picardie Jules Verne, Amiens, France; Dawson, B., School of Human Sciences (Sport Science, Exercise and Health), The University of Western Australia, Perth, Australia; Berthoin, S., Univ. Lille, Univ. Artois, Univ. Littoral Côte d’Opale, EA 7369 - URePSSS - Unité de Recherche Pluridisciplinaire Sport Santé Société, Lille, F-59000, France; Dupont, G., The Football Exchange, Research Institute for Sport and Exercise Sciences, Liverpool John Moores University, Liverpool, United Kingdom",Article,"Article in Press",Open Access,Scopus,2-s2.0-85062446966
"Masel J., McCracken M.K., Gleeson T., Morrison B., Rutherford G., Imrie A., Jarman R.G., Koren M., Pollett S.","56376972700;55661089000;7005699306;7101794431;57196504739;57207565479;16052947100;57198777364;55334438800;","Does prior dengue virus exposure worsen clinical outcomes of Zika virus infection? A systematic review, pooled analysis and lessons learned",2019,"PLoS Neglected Tropical Diseases","13","1", e0007060,"","",,,"10.1371/journal.pntd.0007060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061372283&doi=10.1371%2fjournal.pntd.0007060&partnerID=40&md5=78fda43eee87a214d2722d72fba33990","Department of Medicine, USUHS, Bethesda, MD, United States; Viral Diseases Branch, Walter Reed Army Institute of Research, Silver Spring, MD, United States; Institute for Global Health Sciences, University of California, San Francisco, CA, United States; University of Western Australia, Perth, WA, Australia; Department of Preventive Medicine & Biostatistics, USUHS, Bethesda, MD, United States; Marie Bashir Institute for Infectious Diseases, University of Sydney, Camperdown, NSW, Australia","Masel, J., Department of Medicine, USUHS, Bethesda, MD, United States; McCracken, M.K., Viral Diseases Branch, Walter Reed Army Institute of Research, Silver Spring, MD, United States; Gleeson, T., Department of Medicine, USUHS, Bethesda, MD, United States; Morrison, B., Viral Diseases Branch, Walter Reed Army Institute of Research, Silver Spring, MD, United States; Rutherford, G., Institute for Global Health Sciences, University of California, San Francisco, CA, United States; Imrie, A., University of Western Australia, Perth, WA, Australia; Jarman, R.G., Viral Diseases Branch, Walter Reed Army Institute of Research, Silver Spring, MD, United States; Koren, M., Department of Medicine, USUHS, Bethesda, MD, United States, Viral Diseases Branch, Walter Reed Army Institute of Research, Silver Spring, MD, United States; Pollett, S., Viral Diseases Branch, Walter Reed Army Institute of Research, Silver Spring, MD, United States, Department of Preventive Medicine & Biostatistics, USUHS, Bethesda, MD, United States, Marie Bashir Institute for Infectious Diseases, University of Sydney, Camperdown, NSW, Australia",Article,"Final",Open Access,Scopus,2-s2.0-85061372283
"Aldosari S., Jansen S., Sun Z.","57205706335;57205702903;12544503300;","Optimization of computed tomography pulmonary angiography protocols using 3D printed model with simulation of pulmonary embolism",2019,"Quantitative Imaging in Medicine and Surgery","9","1",,"53","62",,4,"10.21037/qims.2018.09.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061198674&doi=10.21037%2fqims.2018.09.15&partnerID=40&md5=b4ed8af5c3473f9f73065fb3b1f5a372","Discipline of Medical Radiation Sciences, School of Molecular and Life Sciences, Curtin University, Perth, WA, Australia; Department of Vascular and Endovascular Surgery, Sir Charles Gairdner Hospital, Perth, WA, Australia; School of Public Health, Curtin University, Perth, WA, Australia; Faculty of Health and Medical Sciences, University of Western Australia, Crawley, WA, Australia; Heart and Vascular Research Institute, Harry Perkins Medical Research Institute, Perth, WA, Australia","Aldosari, S., Discipline of Medical Radiation Sciences, School of Molecular and Life Sciences, Curtin University, Perth, WA, Australia; Jansen, S., Department of Vascular and Endovascular Surgery, Sir Charles Gairdner Hospital, Perth, WA, Australia, School of Public Health, Curtin University, Perth, WA, Australia, Faculty of Health and Medical Sciences, University of Western Australia, Crawley, WA, Australia, Heart and Vascular Research Institute, Harry Perkins Medical Research Institute, Perth, WA, Australia; Sun, Z., Discipline of Medical Radiation Sciences, School of Molecular and Life Sciences, Curtin University, Perth, WA, Australia",Article,"Final",,Scopus,2-s2.0-85061198674
"Aldosari S., Jansen S., Sun Z.","57205706335;57205702903;12544503300;","Patient-specific 3D printed pulmonary artery model with simulation of peripheral pulmonary embolism for developing optimal computed tomography pulmonary angiography protocols",2019,"Quantitative Imaging in Medicine and Surgery","9","1",,"75","85",,3,"10.21037/qims.2018.10.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061183374&doi=10.21037%2fqims.2018.10.13&partnerID=40&md5=6bcc920e02c2743ccd4cabf1016a78bb","Discipline of Medical Radiation Sciences, School of Molecular and Life Sciences, Curtin University, Perth, Australia; Department of Vascular and Endovascular Surgery, Sir Charles Gairdner Hospital, Perth, Australia; Curtin Medical School, Curtin University, Perth, Australia; Faculty of Health and Medical Sciences, University of Western Australia, Crawley, Australia; Heart and Vascular Research Institute, Harry Perkins Medical Research Institute, Perth, Australia","Aldosari, S., Discipline of Medical Radiation Sciences, School of Molecular and Life Sciences, Curtin University, Perth, Australia; Jansen, S., Department of Vascular and Endovascular Surgery, Sir Charles Gairdner Hospital, Perth, Australia, Curtin Medical School, Curtin University, Perth, Australia, Faculty of Health and Medical Sciences, University of Western Australia, Crawley, Australia, Heart and Vascular Research Institute, Harry Perkins Medical Research Institute, Perth, Australia; Sun, Z., Discipline of Medical Radiation Sciences, School of Molecular and Life Sciences, Curtin University, Perth, Australia",Article,"Final",,Scopus,2-s2.0-85061183374
"Detering K.M., Buck K., Ruseckaite R., Kelly H., Sellars M., Sinclair C., Clayton J.M., Nolte L.","14046612300;57205444242;8629473600;57205432464;55994269300;23036386900;7201372336;56190368100;","Prevalence and correlates of advance care directives among older Australians accessing health and residential aged care services: Multicentre audit study",2019,"BMJ Open","9","1", e025255,"","",,1,"10.1136/bmjopen-2018-025255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060019009&doi=10.1136%2fbmjopen-2018-025255&partnerID=40&md5=2a1ae67858e4b8c288700d550a23a96f","Advance Care Planning Australia, Austin Health, Heidelberg, VIC, Australia; Faculty of Medicine, Dentistry and Health Science, University of Melbourne, Melbourne, VIC, Australia; Department of Epidemiology and Preventative Medicine, Monash University, Melbourne, VIC, Australia; Rural Clinical School of Western Australia, University of Western Australia, Albany, WA, Australia; Centre for Learning and Research in Palliative Care, Hammond Care, Greenwich Hospital and Sydney Medical School, University of Sydney, Sydney, NSW, Australia","Detering, K.M., Advance Care Planning Australia, Austin Health, Heidelberg, VIC, Australia, Faculty of Medicine, Dentistry and Health Science, University of Melbourne, Melbourne, VIC, Australia; Buck, K., Advance Care Planning Australia, Austin Health, Heidelberg, VIC, Australia; Ruseckaite, R., Department of Epidemiology and Preventative Medicine, Monash University, Melbourne, VIC, Australia; Kelly, H., Advance Care Planning Australia, Austin Health, Heidelberg, VIC, Australia; Sellars, M., Advance Care Planning Australia, Austin Health, Heidelberg, VIC, Australia; Sinclair, C., Rural Clinical School of Western Australia, University of Western Australia, Albany, WA, Australia; Clayton, J.M., Centre for Learning and Research in Palliative Care, Hammond Care, Greenwich Hospital and Sydney Medical School, University of Sydney, Sydney, NSW, Australia; Nolte, L., Advance Care Planning Australia, Austin Health, Heidelberg, VIC, Australia",Article,"Final",Open Access,Scopus,2-s2.0-85060019009
"Karayannis N.V., Baumann I., Sturgeon J.A., Melloh M., Mackey S.C.","54998878700;57196701393;35604660500;23489504800;7006089174;","The Impact of Social Isolation on Pain Interference: A Longitudinal Study",2019,"Annals of Behavioral Medicine","53","1",,"65","74",,1,"10.1093/abm/kay017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058906767&doi=10.1093%2fabm%2fkay017&partnerID=40&md5=009abd20b2ef4db37480797604dfc3b5","Division of Pain Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Stanford University School of Medicine, Stanford, 1070 Arastradero Road, Palo Alto, CA  94304-5596, United States; Institute for Health Sciences, Zurich University of Applied Sciences, Winterthur, Switzerland; Department of Anesthesiology and Pain Management, University of Washington, Seattle, WA, United States; Curtin University Medical School, Bentley, WA, Australia; University of Western Australia Medical School, Perth, WA, Australia","Karayannis, N.V., Division of Pain Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Stanford University School of Medicine, Stanford, 1070 Arastradero Road, Palo Alto, CA  94304-5596, United States; Baumann, I., Institute for Health Sciences, Zurich University of Applied Sciences, Winterthur, Switzerland; Sturgeon, J.A., Department of Anesthesiology and Pain Management, University of Washington, Seattle, WA, United States; Melloh, M., Institute for Health Sciences, Zurich University of Applied Sciences, Winterthur, Switzerland, Curtin University Medical School, Bentley, WA, Australia, University of Western Australia Medical School, Perth, WA, Australia; Mackey, S.C., Division of Pain Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Stanford University School of Medicine, Stanford, 1070 Arastradero Road, Palo Alto, CA  94304-5596, United States",Article,"Final",Open Access,Scopus,2-s2.0-85058906767
"Kiran R., Chapman J., Tennant M., Forrest A., Walsh L.J.","57193281074;57194593612;35564059300;29467590500;7101875704;","Detection of Tooth-Colored Restorative Materials for Forensic Purposes Based on Their Optical Properties: An In Vitro Comparative Study",2019,"Journal of Forensic Sciences","64","1",,"254","259",,,"10.1111/1556-4029.13851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050769705&doi=10.1111%2f1556-4029.13851&partnerID=40&md5=817e56851f71bdd429b3bee08d4817cd","School of Health, Medical and Applied Sciences, Central Queensland University, Bruce Highway, Rockhampton, 4701, Australia; School of Science, RMIT University, GPO Box 2476, Melbourne, VIC, Australia; International Research Collaborative, Oral Health and Equity, School of Anatomy, Physiology and Human Biology, The University of Western Australia, 35 Stirling Highway, Crawley, 6009, Australia; School of Natural Sciences, Griffith University, Nathan Campus, 170 Kessels Road, Brisbane, 4111, Australia; UQ Oral Health Centre, The University of Queensland School of Dentistry, 288 Herston Road, Herston, 4006, Australia","Kiran, R., School of Health, Medical and Applied Sciences, Central Queensland University, Bruce Highway, Rockhampton, 4701, Australia; Chapman, J., School of Health, Medical and Applied Sciences, Central Queensland University, Bruce Highway, Rockhampton, 4701, Australia, School of Science, RMIT University, GPO Box 2476, Melbourne, VIC, Australia; Tennant, M., International Research Collaborative, Oral Health and Equity, School of Anatomy, Physiology and Human Biology, The University of Western Australia, 35 Stirling Highway, Crawley, 6009, Australia; Forrest, A., School of Natural Sciences, Griffith University, Nathan Campus, 170 Kessels Road, Brisbane, 4111, Australia; Walsh, L.J., UQ Oral Health Centre, The University of Queensland School of Dentistry, 288 Herston Road, Herston, 4006, Australia",Article,"Final",,Scopus,2-s2.0-85050769705
"Imwattana K., Knight D.R., Kullin B., Collins D.A., Putsathit P., Kiratisin P., Riley T.V.","57207952916;55295679500;40161740700;54396931100;55650856300;6507935609;55821374100;","Clostridium difficile ribotype 017–characterization, evolution and epidemiology of the dominant strain in Asia",2019,"Emerging Microbes and Infections","8","1",,"796","807",,,"10.1080/22221751.2019.1621670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066873599&doi=10.1080%2f22221751.2019.1621670&partnerID=40&md5=6574fb275d5847280e4e7575cb084277","School of Biomedical Sciences, The University of Western Australia, Crawley, Australia; Department of Microbiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand; School of Veterinary and Life Sciences, Murdoch University, Murdoch, Australia; Department of Molecular and Cell Biology, University of Cape Town, Cape Town, South Africa; School of Medical and Health Sciences, Edith Cowan University, Joondalup, Australia; PathWest Laboratory Medicine, Queen Elizabeth II Medical Centre, Nedlands, Australia","Imwattana, K., School of Biomedical Sciences, The University of Western Australia, Crawley, Australia, Department of Microbiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand; Knight, D.R., School of Veterinary and Life Sciences, Murdoch University, Murdoch, Australia; Kullin, B., Department of Molecular and Cell Biology, University of Cape Town, Cape Town, South Africa; Collins, D.A., School of Medical and Health Sciences, Edith Cowan University, Joondalup, Australia; Putsathit, P., School of Medical and Health Sciences, Edith Cowan University, Joondalup, Australia; Kiratisin, P., Department of Microbiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand; Riley, T.V., School of Biomedical Sciences, The University of Western Australia, Crawley, Australia, School of Veterinary and Life Sciences, Murdoch University, Murdoch, Australia, School of Medical and Health Sciences, Edith Cowan University, Joondalup, Australia, PathWest Laboratory Medicine, Queen Elizabeth II Medical Centre, Nedlands, Australia",Review,"Final",Open Access,Scopus,2-s2.0-85066873599
"Harapan H., Michie A., Yohan B., Shu P.-Y., Mudatsir M., Sasmono R.T., Imrie A.","55844857500;57207773198;55843037500;7006453831;56491118300;6506482032;57207565479;","Dengue viruses circulating in Indonesia: A systematic review and phylogenetic analysis of data from five decades",2019,"Reviews in Medical Virology",,, e2037,"","",,1,"10.1002/rmv.2037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066043203&doi=10.1002%2frmv.2037&partnerID=40&md5=850a39c2870b2abab8ac46415665ca34","Medical Research Unit, School of Medicine, Universitas Syiah Kuala, Banda Aceh, Indonesia; School of Biomedical Sciences, University of Western Australia, Nedlands, WA, Australia; Eijkman Institute for Molecular Biology, Jakarta, Indonesia; Center for Diagnostics and Vaccine Development, Centers for Disease Control, Ministry of Health and Welfare, Taiwan; Department of Microbiology, School of Medicine, Universitas Syiah Kuala, Banda Aceh, Indonesia; Pathwest Laboratory Medicine, Nedlands, WA, Australia","Harapan, H., Medical Research Unit, School of Medicine, Universitas Syiah Kuala, Banda Aceh, Indonesia, School of Biomedical Sciences, University of Western Australia, Nedlands, WA, Australia; Michie, A., School of Biomedical Sciences, University of Western Australia, Nedlands, WA, Australia; Yohan, B., Eijkman Institute for Molecular Biology, Jakarta, Indonesia; Shu, P.-Y., Center for Diagnostics and Vaccine Development, Centers for Disease Control, Ministry of Health and Welfare, Taiwan; Mudatsir, M., Medical Research Unit, School of Medicine, Universitas Syiah Kuala, Banda Aceh, Indonesia, Department of Microbiology, School of Medicine, Universitas Syiah Kuala, Banda Aceh, Indonesia; Sasmono, R.T., Eijkman Institute for Molecular Biology, Jakarta, Indonesia; Imrie, A., School of Biomedical Sciences, University of Western Australia, Nedlands, WA, Australia, Pathwest Laboratory Medicine, Nedlands, WA, Australia",Review,"Article in Press",,Scopus,2-s2.0-85066043203
